"Notes"	"State"	"State Code"	"County"	"County Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	14	32966	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	73	66724	109.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	475	403052	117.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	33	60969	54.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	240	385230	62.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	17	28691	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	85	58556	145.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	556	381466	145.8
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	71	58437	121.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	403	389799	103.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	28	21969	127.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	109	55705	195.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	799	380613	209.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	15	18689	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	90	55690	161.6
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	620	403291	153.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	25	17484	143.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	140	51877	269.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	1179	392959	300.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	21	16776	125.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	112	50944	219.8
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	1016	418921	242.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	10	4637	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	37	15973	231.6
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	206	48732	422.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	1744	397186	439.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	10	4577	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	20	14637	136.6
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	148	45355	326.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	1443	411832	350.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	10	3665	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	36	13592	264.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	246	42847	574.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	2396	387929	617.6
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	11	3683	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	46	12316	373.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	190	36474	520.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	2130	376029	566.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	17	2959	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	53	10820	489.8
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	345	33623	1026.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	3327	349598	951.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	20	2623	762.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	40	9514	420.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	214	27665	773.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	2558	318043	804.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	16	2113	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	71	8749	811.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	321	24337	1319.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	3887	287087	1353.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	23	1822	1262.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	46	6733	683.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	238	19642	1211.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	3285	259009	1268.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	20	1286	1555.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	87	6241	1394.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	302	16518	1828.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	4423	222451	1988.3
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	17	1367	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	44	4874	902.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	281	14766	1903.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	4460	223903	1991.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	21	1025	2048.8
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	63	4213	1495.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	320	11201	2856.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	5539	176814	3132.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	25	994	2515.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	65	2945	2207.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	281	11516	2440.1
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	6597	203599	3240.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	13	704	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	77	2670	2883.9
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	320	7106	4503.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	6907	141609	4877.5
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	13	697	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	89	2048	4345.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	335	8082	4145.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	9624	177215	5430.7
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	13	462	Unreliable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	89	1444	6163.4
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	262	4350	6023.0
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	8277	103993	7959.2
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	36	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	80	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Female"	"F"	"Black or African American"	"2054-5"	297	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	12544	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	14	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	51	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Male"	"M"	"Black or African American"	"2054-5"	175	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	8241	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	19	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	52	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Female"	"F"	"Black or African American"	"2054-5"	202	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	11331	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	31	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	78	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	5162	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"95-99 years"	"95-99"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	17	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	93	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	5568	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"95-99 years"	"95-99"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	12	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	27	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	1614	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	28	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	1340	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	242	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	18	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	47	10437	450.3
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	50	11073	451.5
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	10	69522	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	13	77432	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	20	114922	17.4
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	41	108737	37.7
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	31	109711	28.3
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	86	111872	76.9
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	34	55279	61.5
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	96	57547	166.8
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	33	65834	50.1
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	98	63701	153.8
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	59	79280	74.4
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	124	74614	166.2
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	98	92895	105.5
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	170	86640	196.2
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	166	103914	159.7
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	289	96724	298.8
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	12	964	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	234	107124	218.4
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	448	100434	446.1
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	411	101061	406.7
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	577	96173	600.0
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	528	86315	611.7
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	11	571	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	14	710	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	817	82559	989.6
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"65-69 years"	"65-69"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	12	664	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	681	69120	985.2
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"65-69 years"	"65-69"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	12	444	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	962	64841	1483.6
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"70-74 years"	"70-74"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	20	478	4184.1
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	904	54517	1658.2
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"70-74 years"	"70-74"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	14	322	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	1204	47798	2518.9
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"75-79 years"	"75-79"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	14	322	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"75-79 years"	"75-79"	"Female"	"F"	"Black or African American"	"2054-5"	10	347	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	1263	43144	2927.4
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"75-79 years"	"75-79"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	18	248	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	13	345	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	1441	33886	4252.5
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	11	223	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	10	221	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	1785	34070	5239.2
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	14	136	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	10	215	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	10	199	Unreliable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	1700	23183	7333.0
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"85-89 years"	"85-89"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	13	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"85-89 years"	"85-89"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	11	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"85-89 years"	"85-89"	"Female"	"F"	"White"	"2106-3"	2347	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"85-89 years"	"85-89"	"Male"	"M"	"White"	"2106-3"	1680	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"90-94 years"	"90-94"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	16	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	2132	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	1111	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	1038	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	326	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	225	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Washington County, RI"	"44009"	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	35	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Multiple Cause of Death, 1999-2020 (State, County, 5-Yr Age Groups, Gender, Race)"
"States: Rhode Island (44)"
"Group By: State; County; Five-Year Age Groups; Gender; Race"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Apr 11, 2023 8:20:25 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Apr 11, 2023 8:20:25 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
