Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2016,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,214,682,868,933,662,88,6,3,1,"3,458"
2016,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,14,21,43,29,19,2,0,0,0,128
2016,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,0,0,194,652,661,738,431,38,3,0,1,"2,719"
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,1,419,"1,117",801,717,386,38,0,0,0,"3,480"
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,1,38,232,285,331,268,30,3,1,0,"1,190"
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,3,484,"1,445","1,197","1,070",623,99,3,2,1,"4,927"
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,3,206,793,"1,072","1,416","1,061",210,24,8,0,"4,796"
2016,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,166,496,469,543,284,35,2,0,1,"1,997"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,30,20,"3,893","11,046","9,457","8,975","6,446","1,337",226,103,7,"41,558"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,23,11,"2,986","8,436","6,701","5,658","3,861",708,84,23,2,"28,498"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,799,"1,719","1,455","1,245",921,149,26,9,1,"6,325"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,71,116,92,69,35,5,1,0,0,389
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,1,553,"1,833","1,736","1,841","1,267",244,16,0,2,"7,493"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,"1,275","3,858","2,785","2,239","1,360",227,7,0,1,"11,752"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,1,136,490,479,413,411,72,4,0,0,"2,011"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,4,3,"1,434","4,526","3,503","2,622","1,494",228,15,3,2,"13,835"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,13,7,742,"1,907","1,831","1,954","1,566",318,57,19,1,"8,417"
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,0,0,388,"1,218","1,318","1,319",932,156,8,0,2,"5,348"
2016,Male,Preventable/accidental,Preventable/accidental,All drugs,5,17,13,"3,563","10,221","8,597","7,933","5,556","1,050",141,56,6,"37,158"
2016,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,12,9,"2,795","7,896","6,227","5,119","3,401",557,44,5,2,"26,069"
2016,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,757,"1,619","1,340","1,104",759,95,13,0,1,"5,689"
2016,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,71,110,89,69,30,4,1,0,0,374
2016,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,1,535,"1,748","1,671","1,753","1,216",238,16,0,2,"7,180"
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,"1,206","3,658","2,643","2,110","1,291",210,7,0,1,"11,126"
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,3,0,127,446,428,372,369,59,2,0,0,"1,806"
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,3,"1,340","4,239","3,291","2,373","1,324",184,10,0,2,"12,769"
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,6,5,688,"1,745","1,644","1,682","1,289",212,28,4,1,"7,305"
2016,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,357,"1,170","1,245","1,285",905,151,6,0,2,"5,123"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,28,56,60,"4,235","11,880","11,505","12,974","8,901","1,985",499,276,5,"52,404"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,13,42,28,"3,082","8,568","7,484","7,595","5,089",966,163,59,2,"33,091"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,3,3,665,"1,968","1,963","2,256","1,502",332,72,27,0,"8,791"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,67,114,91,87,48,1,0,0,0,409
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,0,442,"1,571","1,549","1,861","1,166",186,8,0,0,"6,784"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,4,1,"1,649","4,292","3,012","2,439","1,407",176,7,1,0,"12,989"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,8,3,201,735,739,843,642,120,5,2,1,"3,301"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,4,6,4,999,"2,896","2,289","1,982","1,167",194,24,14,1,"9,580"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,24,18,715,"2,327","2,819","3,479","2,602",569,126,41,1,"12,727"
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,1,3,416,"1,307","1,357","1,513",946,154,8,2,2,"5,716"
2015,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,9,25,24,"3,727","10,708","9,943","10,745","7,092","1,382",302,164,5,"44,126"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,17,17,"2,854","7,972","6,794","6,633","4,272",723,77,17,2,"29,382"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,0,606,"1,782","1,703","1,822","1,131",195,20,4,0,"7,264"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,63,107,89,86,41,0,0,0,0,387
2015,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,425,"1,499","1,470","1,756","1,129",180,8,0,0,"6,467"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,"1,556","4,071","2,850","2,308","1,322",169,7,0,0,"12,284"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,5,1,190,670,672,745,564,104,3,0,1,"2,955"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,2,918,"2,717","2,095","1,739",975,138,17,4,1,"8,609"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,9,12,640,"2,092","2,453","2,905","2,055",387,52,11,1,"10,621"
2015,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,383,"1,208","1,252","1,407",898,145,8,0,2,"5,307"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,10,33,34,"1,258","3,430","4,170","5,460","3,729",890,263,168,2,"19,447"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,23,14,871,"2,284","2,540","3,072","2,075",405,90,39,2,"11,420"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,3,2,189,633,835,"1,132",750,177,43,15,0,"3,779"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,14,19,27,24,17,0,0,0,0,101
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,0,139,439,443,559,287,30,1,0,0,"1,899"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,4,0,477,995,707,582,311,31,0,1,0,"3,108"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,5,0,52,241,307,419,289,45,1,1,1,"1,362"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,4,281,720,701,746,455,86,15,7,1,"3,020"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,11,9,222,757,"1,250","1,731","1,255",272,69,30,1,"5,610"
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,2,157,417,394,480,265,24,1,0,0,"1,745"
2015,Female,Preventable/accidental,Preventable/accidental,All drugs,4,14,11,"1,043","2,922","3,354","4,271","2,735",529,152,102,2,"15,139"
2015,Female,Preventable/accidental,Preventable/accidental,Any Opioid,2,8,7,790,"2,073","2,207","2,595","1,670",275,41,12,2,"9,682"
2015,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,0,161,545,686,865,539,91,11,3,0,"2,902"
2015,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,13,17,27,23,11,0,0,0,0,91
2015,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,132,407,416,524,271,29,1,0,0,"1,780"
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,451,939,660,561,292,30,0,0,0,"2,933"
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,0,48,216,274,373,250,41,1,0,1,"1,206"
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,2,251,659,611,632,358,53,10,2,1,"2,581"
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,4,5,187,653,"1,044","1,409",974,171,29,8,1,"4,487"
2015,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,140,383,344,429,245,21,1,0,0,"1,567"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,23,26,"2,977","8,450","7,335","7,514","5,172","1,095",236,108,3,"32,957"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,19,14,"2,211","6,284","4,944","4,523","3,014",561,73,20,0,"21,671"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,476,"1,335","1,128","1,124",752,155,29,12,0,"5,012"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,53,95,64,63,31,1,0,0,0,308
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,303,"1,132","1,106","1,302",879,156,7,0,0,"4,885"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,"1,172","3,297","2,305","1,857","1,096",145,7,0,0,"9,881"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,3,149,494,432,424,353,75,4,1,0,"1,939"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,3,0,718,"2,176","1,588","1,236",712,108,9,7,0,"6,560"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,13,9,493,"1,570","1,569","1,748","1,347",297,57,11,0,"7,117"
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,1,259,890,963,"1,033",681,130,7,2,2,"3,971"
2015,Male,Preventable/accidental,Preventable/accidental,All drugs,5,11,13,"2,684","7,786","6,589","6,474","4,357",853,150,62,3,"28,987"
2015,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,9,10,"2,064","5,899","4,587","4,038","2,602",448,36,5,0,"19,700"
2015,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,445,"1,237","1,017",957,592,104,9,1,0,"4,362"
2015,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,50,90,62,63,30,0,0,0,0,296
2015,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,293,"1,092","1,054","1,232",858,151,7,0,0,"4,687"
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,"1,105","3,132","2,190","1,747","1,030",139,7,0,0,"9,351"
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,3,1,142,454,398,372,314,63,2,0,0,"1,749"
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,667,"2,058","1,484","1,107",617,85,7,2,0,"6,028"
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,5,7,453,"1,439","1,409","1,496","1,081",216,23,3,0,"6,134"
2015,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,243,825,908,978,653,124,7,0,2,"3,740"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,24,44,41,"3,798","10,055","10,134","12,263","8,122","1,816",499,253,6,"47,055"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,34,22,"2,706","7,028","6,338","6,987","4,452",861,141,68,2,"28,647"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,4,3,572,"1,722","1,785","2,151","1,353",267,69,18,0,"7,945"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,61,82,51,58,32,3,0,0,0,287
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,0,334,"1,165","1,219","1,621",912,146,14,1,0,"5,415"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,"1,452","3,493","2,398","2,030","1,064",127,6,3,0,"10,574"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,8,4,241,796,768,854,629,90,6,2,0,"3,400"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,5,3,514,"1,474","1,264","1,359",742,142,26,13,0,"5,544"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,21,17,726,"2,115","2,644","3,488","2,437",556,104,46,1,"12,159"
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,10,1,0,340,963,995,"1,221",668,93,4,2,1,"4,298"
2014,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,6,16,16,"3,308","8,854","8,468","10,052","6,368","1,187",283,155,5,"38,718"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,2,11,10,"2,493","6,450","5,664","6,037","3,685",592,63,29,1,"25,037"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,3,1,513,"1,538","1,531","1,760","1,033",144,17,4,0,"6,544"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,59,79,46,53,27,3,0,0,0,267
2014,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,317,"1,116","1,153","1,532",874,144,13,1,0,"5,152"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,"1,380","3,311","2,281","1,910",999,120,4,3,0,"10,009"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,3,2,223,725,694,759,540,74,4,2,0,"3,026"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,3,2,459,"1,327","1,110","1,135",595,93,14,6,0,"4,745"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,5,8,643,"1,881","2,265","2,898","1,910",344,43,16,1,"10,015"
2014,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,315,881,896,"1,146",637,84,2,1,1,"3,965"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,13,21,25,"1,075","3,043","3,918","5,220","3,576",913,273,163,3,"18,243"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,16,12,711,"1,892","2,285","2,878","1,864",435,82,48,0,"10,227"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,167,564,794,"1,049",709,149,43,10,0,"3,487"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,17,16,20,20,6,0,0,0,0,79
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,84,342,380,482,227,16,3,1,0,"1,535"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,373,787,538,491,206,15,1,2,0,"2,414"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,4,1,68,267,328,409,266,40,4,2,0,"1,391"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,1,138,418,475,579,346,89,19,10,0,"2,079"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,9,10,197,693,"1,197","1,694","1,216",318,60,32,0,"5,427"
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,1,0,103,287,316,369,171,23,0,1,0,"1,278"
2014,Female,Preventable/accidental,Preventable/accidental,All drugs,2,9,7,874,"2,532","3,062","4,081","2,624",544,148,107,3,"13,993"
2014,Female,Preventable/accidental,Preventable/accidental,Any Opioid,0,7,4,643,"1,690","1,960","2,406","1,466",275,36,23,0,"8,510"
2014,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,0,142,474,637,832,505,71,9,4,0,"2,675"
2014,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,15,15,16,18,5,0,0,0,0,69
2014,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,78,324,350,453,215,16,3,1,0,"1,440"
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,354,748,506,468,194,14,0,2,0,"2,287"
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,1,61,241,286,356,223,34,2,2,0,"1,208"
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,124,357,402,470,266,56,10,5,0,"1,693"
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,3,2,166,592,996,"1,367",920,194,26,13,0,"4,279"
2014,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,94,254,275,338,157,16,0,0,0,"1,136"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,11,23,16,"2,723","7,012","6,216","7,043","4,546",903,226,90,3,"28,812"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,18,10,"1,995","5,136","4,053","4,109","2,588",426,59,20,2,"18,420"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,3,2,405,"1,158",991,"1,102",644,118,26,8,0,"4,458"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,44,66,31,38,26,3,0,0,0,208
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,0,250,823,839,"1,139",685,130,11,0,0,"3,880"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,"1,079","2,706","1,860","1,539",858,112,5,1,0,"8,160"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,4,3,173,529,440,445,363,50,2,0,0,"2,009"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,2,376,"1,056",789,780,396,53,7,3,0,"3,465"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,12,7,529,"1,422","1,447","1,794","1,221",238,44,14,1,"6,732"
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,237,676,679,852,497,70,4,1,1,"3,020"
2014,Male,Preventable/accidental,Preventable/accidental,All drugs,4,7,9,"2,434","6,322","5,406","5,971","3,744",643,135,48,2,"24,725"
2014,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,4,6,"1,850","4,760","3,704","3,631","2,219",317,27,6,1,"16,527"
2014,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,2,1,371,"1,064",894,928,528,73,8,0,0,"3,869"
2014,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,44,64,30,35,22,3,0,0,0,198
2014,Male,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,239,792,803,"1,079",659,128,10,0,0,"3,712"
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,"1,026","2,563","1,775","1,442",805,106,4,1,0,"7,722"
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,1,162,484,408,403,317,40,2,0,0,"1,818"
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,1,1,335,970,708,665,329,37,4,1,0,"3,052"
2014,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,6,477,"1,289","1,269","1,531",990,150,17,3,1,"5,736"
2014,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,221,627,621,808,480,68,2,1,1,"2,829"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,30,42,33,"3,664","8,947","9,320","12,045","7,551","1,602",481,261,6,"43,982"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,9,29,21,"2,486","5,911","5,389","6,469","3,873",680,119,63,3,"25,052"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,507,"1,488","1,516","2,006","1,169",217,53,15,0,"6,973"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,50,75,60,52,19,6,0,0,0,262
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,273,965,"1,080","1,621",860,133,9,1,2,"4,944"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,"1,263","2,695","1,762","1,641",818,70,4,2,2,"8,257"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,7,5,274,855,842,898,594,102,8,4,0,"3,591"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,1,237,640,638,893,568,98,19,7,0,"3,105"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,17,16,761,"2,091","2,378","3,396","2,106",436,87,50,2,"11,346"
2013,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,0,1,303,800,841,"1,054",555,67,2,0,2,"3,627"
2013,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,5,19,14,"3,108","7,806","7,734","9,746","5,767","1,019",285,156,4,"35,663"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,3,8,9,"2,258","5,391","4,797","5,547","3,185",448,60,25,2,"21,733"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,460,"1,323","1,274","1,613",866,106,18,2,0,"5,663"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,49,70,54,50,16,5,0,0,0,244
2013,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,265,922,"1,028","1,540",829,133,8,1,1,"4,727"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,"1,190","2,565","1,673","1,557",776,66,4,1,1,"7,833"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,0,3,254,769,759,818,517,85,5,2,0,"3,212"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,199,561,547,733,443,64,12,4,0,"2,566"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,3,5,6,645,"1,839","2,040","2,769","1,630",256,37,17,2,"9,249"
2013,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,276,736,773,979,517,62,1,0,2,"3,347"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,17,18,21,"1,028","2,750","3,662","5,248","3,242",790,265,141,1,"17,183"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,10,11,640,"1,643","1,980","2,712","1,616",344,61,33,0,"9,055"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,0,133,511,657,970,591,131,26,6,0,"3,026"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,9,17,18,19,6,0,0,0,0,69
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,78,276,313,497,194,18,0,0,0,"1,376"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,322,544,378,345,134,7,2,0,0,"1,732"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,2,68,283,381,403,262,50,3,1,0,"1,457"
2013,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,0,1,1,68,202,294,485,302,61,12,5,0,"1,431"
