Year,Gender,Intent,Intent,Drug type,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,Not stated,All ages
2017,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,499,1780,1771,"1,727",1228,220,8,3,,7239
2017,Male,Preventable/accidental,Preventable/accidental,All drugs,5,8,16,3451,11536,9897,"9,058",6459,1335,144,60,11,41980
2017,Male,Preventable/accidental,Preventable/accidental,Any Opioid,3,3,11,2698,9015,7246,"6,026",3988,719,44,8,11,29772
2017,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,3,691,1792,1427,"1,182",829,132,5,0,0,6062
2017,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,78,125,92,89,54,12,1,1,0,452
2017,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,614,2333,2239,"2,356",1669,329,19,1,6,9566
2017,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,1,989,3515,2622,"2,181",1479,273,12,1,4,11078
2017,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,0,104,381,382,369,361,82,3,0,0,1683
2017,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,2,1,7,1750,6109,4846,"3,753",2224,329,18,0,6,19045
2017,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,5,573,1744,1747,"1,692",1269,267,17,6,4,7327
2017,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,1,0,0,469,1681,1690,"1,669",1196,217,7,2,1,6933
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,33,50,59,5376,15443,14183,"14,771",10632,2334,487,254,10,63632
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,12,38,33,4027,11552,9747,"9,074",6321,1213,172,56,4,42249
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,3,1046,2509,2479,"2,397",1817,344,57,29,2,10684
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,86,139,136,100,56,8,1,0,0,526
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,5,0,1,757,2525,2431,"2,629",1721,284,19,0,3,10375
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,1,1728,5051,3625,"3,009",1777,268,7,0,1,15469
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,3,9,6,184,752,806,780,717,105,8,3,0,3373
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,5,10,1958,6094,4825,"3,872",2238,363,33,9,3,19413
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,5,21,18,998,2826,3102,"3,713",2969,669,125,40,1,14487
2016,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,9,1,1,571,1762,1831,"1,914",1244,196,10,0,3,7542
2016,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,7,21,27,4792,14066,12550,"12,535",8726,1637,276,147,9,54793
2016,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,3,16,16,3725,10732,8940,"8,021",5385,876,77,19,4,37814
2016,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,2,971,2301,2208,"2,037",1421,183,19,3,2,9147
2016,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,85,131,132,98,49,6,1,0,0,502
2016,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,0,1,729,2400,2332,"2,491",1647,276,19,0,3,9899
2016,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,1,1625,4775,3444,"2,827",1677,248,7,0,1,14606
2016,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,4,1,165,678,713,703,637,89,5,1,0,2996
2016,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,6,1824,5684,4488,"3,443",1947,283,13,2,3,17696
2016,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,8,8,894,2538,2716,"3,098",2350,422,52,12,1,12101
2016,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,1,523,1666,1714,"1,828",1189,186,8,0,3,7120
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,15,20,39,1483,4397,4726,"5,796",4186,997,261,151,3,22074
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,7,15,22,1041,3116,3046,"3,416",2460,505,88,33,2,13751
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,0,2,247,790,1024,"1,152",896,195,31,20,1,4359
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,15,23,44,31,21,3,0,0,0,137
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,5,0,0,204,692,695,788,454,40,3,0,1,2882
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,1,1,453,1193,840,770,417,41,0,0,0,3717
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,5,5,48,262,327,367,306,33,4,3,0,1362
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,1,7,524,1568,1322,"1,250",744,135,18,6,1,5578
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,8,11,256,919,1271,"1,759",1403,351,68,21,0,6070
2016,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,2,1,1,183,544,513,595,312,40,2,0,1,2194
2016,Female,Preventable/accidental,Preventable/accidental,All drugs,2,4,14,1229,3845,3953,"4,602",3170,587,135,91,3,17635
2016,Female,Preventable/accidental,Preventable/accidental,Any Opioid,1,4,7,930,2836,2713,"2,902",1984,319,33,14,2,11745
2016,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,214,682,868,933,662,88,6,3,1,3458
2016,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,14,21,43,29,19,2,0,0,0,128
2016,Female,Preventable/accidental,Preventable/accidental,Cocaine,1,0,0,194,652,661,738,431,38,3,0,1,2719
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,1,1,419,1117,801,717,386,38,0,0,0,3480
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,1,1,38,232,285,331,268,30,3,1,0,1190
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,0,3,484,1445,1197,"1,070",623,99,3,2,1,4927
2016,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,2,3,206,793,1072,"1,416",1061,210,24,8,0,4796
2016,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,1,166,496,469,543,284,35,2,0,1,1997
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,30,20,3893,11046,9457,"8,975",6446,1337,226,103,7,41558
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,23,11,2986,8436,6701,"5,658",3861,708,84,23,2,28498
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,799,1719,1455,"1,245",921,149,26,9,1,6325
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,71,116,92,69,35,5,1,0,0,389
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,1,553,1833,1736,"1,841",1267,244,16,0,2,7493
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,1275,3858,2785,"2,239",1360,227,7,0,1,11752
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,4,1,136,490,479,413,411,72,4,0,0,2011
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,4,3,1434,4526,3503,"2,622",1494,228,15,3,2,13835
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,2,13,7,742,1907,1831,"1,954",1566,318,57,19,1,8417
2016,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,0,0,388,1218,1318,"1,319",932,156,8,0,2,5348
2016,Male,Preventable/accidental,Preventable/accidental,All drugs,5,17,13,3563,10221,8597,"7,933",5556,1050,141,56,6,37158
2016,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,12,9,2795,7896,6227,"5,119",3401,557,44,5,2,26069
2016,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,1,757,1619,1340,"1,104",759,95,13,0,1,5689
2016,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,71,110,89,69,30,4,1,0,0,374
2016,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,1,535,1748,1671,"1,753",1216,238,16,0,2,7180
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,1206,3658,2643,"2,110",1291,210,7,0,1,11126
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,3,0,127,446,428,372,369,59,2,0,0,1806
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,3,1340,4239,3291,"2,373",1324,184,10,0,2,12769
2016,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,6,5,688,1745,1644,"1,682",1289,212,28,4,1,7305
2016,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,357,1170,1245,"1,285",905,151,6,0,2,5123
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,28,56,60,4235,11880,11505,"12,974",8901,1985,499,276,5,52404
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,13,42,28,3082,8568,7484,"7,595",5089,966,163,59,2,33091
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,3,3,665,1968,1963,"2,256",1502,332,72,27,0,8791
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,67,114,91,87,48,1,0,0,0,409
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,0,442,1571,1549,"1,861",1166,186,8,0,0,6784
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,4,1,1649,4292,3012,"2,439",1407,176,7,1,0,12989
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,8,3,201,735,739,843,642,120,5,2,1,3301
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,4,6,4,999,2896,2289,"1,982",1167,194,24,14,1,9580
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,6,24,18,715,2327,2819,"3,479",2602,569,126,41,1,12727
2015,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,1,3,416,1307,1357,"1,513",946,154,8,2,2,5716
2015,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,9,25,24,3727,10708,9943,"10,745",7092,1382,302,164,5,44126
2015,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,4,17,17,2854,7972,6794,"6,633",4272,723,77,17,2,29382
2015,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,0,606,1782,1703,"1,822",1131,195,20,4,0,7264
2015,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,63,107,89,86,41,0,0,0,0,387
2015,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,425,1499,1470,"1,756",1129,180,8,0,0,6467
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,1556,4071,2850,"2,308",1322,169,7,0,0,12284
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,5,1,190,670,672,745,564,104,3,0,1,2955
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,3,2,918,2717,2095,"1,739",975,138,17,4,1,8609
2015,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,4,9,12,640,2092,2453,"2,905",2055,387,52,11,1,10621
2015,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,383,1208,1252,"1,407",898,145,8,0,2,5307
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,10,33,34,1258,3430,4170,"5,460",3729,890,263,168,2,19447
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,5,23,14,871,2284,2540,"3,072",2075,405,90,39,2,11420
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,3,2,189,633,835,"1,132",750,177,43,15,0,3779
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,14,19,27,24,17,0,0,0,0,101
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,1,0,139,439,443,559,287,30,1,0,0,1899
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,4,0,477,995,707,582,311,31,0,1,0,3108
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,5,0,52,241,307,419,289,45,1,1,1,1362
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,4,281,720,701,746,455,86,15,7,1,3020
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,11,9,222,757,1250,"1,731",1255,272,69,30,1,5610
2015,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,4,1,2,157,417,394,480,265,24,1,0,0,1745
2015,Female,Preventable/accidental,Preventable/accidental,All drugs,4,14,11,1043,2922,3354,"4,271",2735,529,152,102,2,15139
2015,Female,Preventable/accidental,Preventable/accidental,Any Opioid,2,8,7,790,2073,2207,"2,595",1670,275,41,12,2,9682
2015,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,0,161,545,686,865,539,91,11,3,0,2902
2015,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,13,17,27,23,11,0,0,0,0,91
2015,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,132,407,416,524,271,29,1,0,0,1780
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,0,451,939,660,561,292,30,0,0,0,2933
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,0,48,216,274,373,250,41,1,0,1,1206
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,2,251,659,611,632,358,53,10,2,1,2581
2015,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,4,5,187,653,1044,"1,409",974,171,29,8,1,4487
2015,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,1,1,140,383,344,429,245,21,1,0,0,1567
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,18,23,26,2977,8450,7335,"7,514",5172,1095,236,108,3,32957
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,19,14,2211,6284,4944,"4,523",3014,561,73,20,0,21671
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,0,1,476,1335,1128,"1,124",752,155,29,12,0,5012
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,1,53,95,64,63,31,1,0,0,0,308
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,303,1132,1106,"1,302",879,156,7,0,0,4885
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,1,0,1,1172,3297,2305,"1,857",1096,145,7,0,0,9881
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,1,3,3,149,494,432,424,353,75,4,1,0,1939
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,3,3,0,718,2176,1588,"1,236",712,108,9,7,0,6560
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,13,9,493,1570,1569,"1,748",1347,297,57,11,0,7117
2015,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,1,259,890,963,"1,033",681,130,7,2,2,3971
2015,Male,Preventable/accidental,Preventable/accidental,All drugs,5,11,13,2684,7786,6589,"6,474",4357,853,150,62,3,28987
2015,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,9,10,2064,5899,4587,"4,038",2602,448,36,5,0,19700
2015,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,0,0,445,1237,1017,957,592,104,9,1,0,4362
2015,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,1,50,90,62,63,30,0,0,0,0,296
2015,Male,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,293,1092,1054,"1,232",858,151,7,0,0,4687
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,1105,3132,2190,"1,747",1030,139,7,0,0,9351
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,3,1,142,454,398,372,314,63,2,0,0,1749
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,1,0,667,2058,1484,"1,107",617,85,7,2,0,6028
2015,Male,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,2,5,7,453,1439,1409,"1,496",1081,216,23,3,0,6134
2015,Male,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,0,0,0,243,825,908,978,653,124,7,0,2,3740
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,24,44,41,3798,10055,10134,"12,263",8122,1816,499,253,6,47055
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,8,34,22,2706,7028,6338,"6,987",4452,861,141,68,2,28647
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,4,3,572,1722,1785,"2,151",1353,267,69,18,0,7945
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,61,82,51,58,32,3,0,0,0,287
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,0,334,1165,1219,"1,621",912,146,14,1,0,5415
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,1452,3493,2398,"2,030",1064,127,6,3,0,10574
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,8,4,241,796,768,854,629,90,6,2,0,3400
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,2,5,3,514,1474,1264,"1,359",742,142,26,13,0,5544
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,4,21,17,726,2115,2644,"3,488",2437,556,104,46,1,12159
2014,Both sexes,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,10,1,0,340,963,995,"1,221",668,93,4,2,1,4298
2014,Both sexes,Preventable/accidental,Preventable/accidental,All drugs,6,16,16,3308,8854,8468,"10,052",6368,1187,283,155,5,38718
2014,Both sexes,Preventable/accidental,Preventable/accidental,Any Opioid,2,11,10,2493,6450,5664,"6,037",3685,592,63,29,1,25037
2014,Both sexes,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,3,1,513,1538,1531,"1,760",1033,144,17,4,0,6544
2014,Both sexes,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,59,79,46,53,27,3,0,0,0,267
2014,Both sexes,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,317,1116,1153,"1,532",874,144,13,1,0,5152
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,1380,3311,2281,"1,910",999,120,4,3,0,10009
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,3,2,223,725,694,759,540,74,4,2,0,3026
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,1,3,2,459,1327,1110,"1,135",595,93,14,6,0,4745
2014,Both sexes,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,1,5,8,643,1881,2265,"2,898",1910,344,43,16,1,10015
2014,Both sexes,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,315,881,896,"1,146",637,84,2,1,1,3965
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,13,21,25,1075,3043,3918,"5,220",3576,913,273,163,3,18243
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,16,12,711,1892,2285,"2,878",1864,435,82,48,0,10227
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,0,1,1,167,564,794,"1,049",709,149,43,10,0,3487
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,17,16,20,20,6,0,0,0,0,79
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,0,0,0,84,342,380,482,227,16,3,1,0,1535
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,1,373,787,538,491,206,15,1,2,0,2414
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,2,4,1,68,267,328,409,266,40,4,2,0,1391
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,3,1,138,418,475,579,346,89,19,10,0,2079
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,1,9,10,197,693,1197,"1,694",1216,318,60,32,0,5427
2014,Female,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,7,1,0,103,287,316,369,171,23,0,1,0,1278
2014,Female,Preventable/accidental,Preventable/accidental,All drugs,2,9,7,874,2532,3062,"4,081",2624,544,148,107,3,13993
2014,Female,Preventable/accidental,Preventable/accidental,Any Opioid,0,7,4,643,1690,1960,"2,406",1466,275,36,23,0,8510
2014,Female,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,1,0,142,474,637,832,505,71,9,4,0,2675
2014,Female,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,15,15,16,18,5,0,0,0,0,69
2014,Female,Preventable/accidental,Preventable/accidental,Cocaine,0,0,0,78,324,350,453,215,16,3,1,0,1440
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - heroin,0,0,1,354,748,506,468,194,14,0,2,0,2287
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup - methadone,0,2,1,61,241,286,356,223,34,2,2,0,1208
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including fentanyl,0,2,1,124,357,402,470,266,56,10,5,0,1693
2014,Female,Preventable/accidental,Preventable/accidental,Opioid subgroup – including oxycodone and hydrocodone,0,3,2,166,592,996,"1,367",920,194,26,13,0,4279
2014,Female,Preventable/accidental,Preventable/accidental,Psychostimulants – incl. methamphetamine,2,0,0,94,254,275,338,157,16,0,0,0,1136
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",All drugs,11,23,16,2723,7012,6216,"7,043",4546,903,226,90,3,28812
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Any Opioid,4,18,10,1995,5136,4053,"4,109",2588,426,59,20,2,18420
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Benzodiazepines,1,3,2,405,1158,991,"1,102",644,118,26,8,0,4458
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cannabis,0,0,0,44,66,31,38,26,3,0,0,0,208
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Cocaine,1,2,0,250,823,839,"1,139",685,130,11,0,0,3880
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - heroin,0,0,0,1079,2706,1860,"1,539",858,112,5,1,0,8160
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup - methadone,0,4,3,173,529,440,445,363,50,2,0,0,2009
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including fentanyl,1,2,2,376,1056,789,780,396,53,7,3,0,3465
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Opioid subgroup – including oxycodone and hydrocodone,3,12,7,529,1422,1447,"1,794",1221,238,44,14,1,6732
2014,Male,"All (preventable, intentional, undetermined)","All (preventable, intentional, undetermined)",Psychostimulants – incl. methamphetamine,3,0,0,237,676,679,852,497,70,4,1,1,3020
2014,Male,Preventable/accidental,Preventable/accidental,All drugs,4,7,9,2434,6322,5406,"5,971",3744,643,135,48,2,24725
2014,Male,Preventable/accidental,Preventable/accidental,Any Opioid,2,4,6,1850,4760,3704,"3,631",2219,317,27,6,1,16527
2014,Male,Preventable/accidental,Preventable/accidental,Benzodiazepines,0,2,1,371,1064,894,928,528,73,8,0,0,3869
2014,Male,Preventable/accidental,Preventable/accidental,Cannabis,0,0,0,44,64,30,35,22,3,0,0,0,198
2014,Male,Preventable/accidental,Preventable/accidental,Cocaine,1,1,0,239,792,803,"1,079",659,128,10,0,0,3712
